Strategy ID,b,m,L_target,L_trigger,TIME_PERIOD,Value
CPPI for TDF 2017-08-31,1.0,4.600000000000003,1.25,,2017-08-31,127.4210348321892
CPPI for TDF 2017-08-31,1.0,4.650000000000003,1.25,,2017-08-31,127.16676002127417
CPPI for TDF 2017-08-31,1.0,4.700000000000003,1.25,,2017-08-31,126.92650747275111
CPPI for TDF 2017-08-31,1.0,4.7500000000000036,1.25,,2017-08-31,126.70754425827099
CPPI for TDF 2017-08-31,1.0,4.800000000000003,1.25,,2017-08-31,126.51038108160729
CPPI for TDF 2017-08-31,1.0,4.850000000000003,1.25,,2017-08-31,126.32358677061231
CPPI for TDF 2017-08-31,1.0,4.900000000000004,1.25,,2017-08-31,126.14699195692984
CPPI for TDF 2017-08-31,1.0,4.950000000000004,1.25,,2017-08-31,125.9804035257825
CPPI for TDF 2017-08-31,1.0,5.0000000000000036,1.25,,2017-08-31,125.8227637715073
CPPI for TDF 2017-08-31,1.0,5.050000000000003,1.25,,2017-08-31,125.67411921186788
CPPI for TDF 2017-08-31,1.0,5.100000000000003,1.25,,2017-08-31,125.53504156939383
CPPI for TDF 2017-08-31,1.0,5.150000000000004,1.25,,2017-08-31,125.40523195083682
CPPI for TDF 2017-08-31,1.0,5.200000000000004,1.25,,2017-08-31,125.28437728364267
CPPI for TDF 2017-08-31,1.0,5.2500000000000036,1.25,,2017-08-31,125.17215215872386
CPPI for TDF 2017-08-31,1.0,5.300000000000004,1.25,,2017-08-31,125.06822067761193
CPPI for TDF 2017-08-31,1.0,5.350000000000004,1.25,,2017-08-31,124.97223829397602
CPPI for TDF 2017-08-31,1.0,5.400000000000004,1.25,,2017-08-31,124.88385363948464
CPPI for TDF 2017-08-31,1.0,5.450000000000004,1.25,,2017-08-31,124.80271032429171
CPPI for TDF 2017-08-31,1.0,5.5000000000000036,1.25,,2017-08-31,124.72844870267328
CPPI for TDF 2017-08-31,1.0,5.550000000000004,1.25,,2017-08-31,124.66070759457597
CPPI for TDF 2017-08-31,1.0,5.600000000000004,1.25,,2017-08-31,124.59912595438352
CPPI for TDF 2017-08-31,1.0,5.650000000000004,1.25,,2017-08-31,124.54334447846472
CPPI for TDF 2017-08-31,1.0,5.700000000000005,1.25,,2017-08-31,124.49300714372151
CPPI for TDF 2017-08-31,1.0,5.750000000000004,1.25,,2017-08-31,124.44776266974884
CPPI for TDF 2017-08-31,1.0,5.800000000000004,1.25,,2017-08-31,124.40726589794406
CPPI for TDF 2017-08-31,1.0,5.850000000000004,1.25,,2017-08-31,124.37117908144106
CPPI for TDF 2017-08-31,1.0,5.900000000000004,1.25,,2017-08-31,124.33917308043951
CPPI for TDF 2017-08-31,1.0,5.950000000000005,1.25,,2017-08-31,124.310928458256
CPPI for TDF 2017-09-30,1.0,1.0,1.25,,2017-09-30,161.52513239016315
CPPI for TDF 2017-09-30,1.0,1.05,1.25,,2017-09-30,161.54126213270482
CPPI for TDF 2017-09-30,1.0,1.1,1.25,,2017-09-30,161.53055291906716
CPPI for TDF 2017-09-30,1.0,1.1500000000000001,1.25,,2017-09-30,161.49286509256166
CPPI for TDF 2017-09-30,1.0,1.2000000000000002,1.25,,2017-09-30,161.42811321245824
CPPI for TDF 2017-09-30,1.0,1.2500000000000002,1.25,,2017-09-30,161.33626687776518
CPPI for TDF 2017-09-30,1.0,1.3000000000000003,1.25,,2017-09-30,161.21735138537593
CPPI for TDF 2017-09-30,1.0,1.3500000000000003,1.25,,2017-09-30,161.07144821747414
CPPI for TDF 2017-09-30,1.0,1.4000000000000004,1.25,,2017-09-30,160.8986953536923
CPPI for TDF 2017-09-30,1.0,1.4500000000000004,1.25,,2017-09-30,160.69928740418996
CPPI for TDF 2017-09-30,1.0,1.5000000000000004,1.25,,2017-09-30,160.47347556050505
CPPI for TDF 2017-09-30,1.0,1.5500000000000005,1.25,,2017-09-30,160.22156736174924
CPPI for TDF 2017-09-30,1.0,1.6000000000000005,1.25,,2017-09-30,159.94392627446373
CPPI for TDF 2017-09-30,1.0,1.6500000000000006,1.25,,2017-09-30,159.64097108523117
CPPI for TDF 2017-09-30,1.0,1.7000000000000006,1.25,,2017-09-30,159.31317510589662
CPPI for TDF 2017-09-30,1.0,1.7500000000000007,1.25,,2017-09-30,158.96106519208712
CPPI for TDF 2017-09-30,1.0,1.8000000000000007,1.25,,2017-09-30,158.58522057651132
CPPI for TDF 2017-09-30,1.0,1.8500000000000008,1.25,,2017-09-30,158.18627151933777
CPPI for TDF 2017-09-30,1.0,1.9000000000000008,1.25,,2017-09-30,157.7648977788028
CPPI for TDF 2017-09-30,1.0,1.9500000000000008,1.25,,2017-09-30,157.3218269059823
CPPI for TDF 2017-09-30,1.0,2.000000000000001,1.25,,2017-09-30,156.85783236851398
CPPI for TDF 2017-09-30,1.0,2.0500000000000007,1.25,,2017-09-30,156.37373150886026
CPPI for TDF 2017-09-30,1.0,2.100000000000001,1.25,,2017-09-30,155.87038334347022
CPPI for TDF 2017-09-30,1.0,2.1500000000000012,1.25,,2017-09-30,155.34868621002482
CPPI for TDF 2017-09-30,1.0,2.200000000000001,1.25,,2017-09-30,154.80957527065272
CPPI for TDF 2017-09-30,1.0,2.250000000000001,1.25,,2017-09-30,154.25401987977585
CPPI for TDF 2017-09-30,1.0,2.300000000000001,1.25,,2017-09-30,153.68302082591674
CPPI for TDF 2017-09-30,1.0,2.3500000000000014,1.25,,2017-09-30,153.09760745745763
CPPI for TDF 2017-09-30,1.0,2.4000000000000012,1.25,,2017-09-30,152.49883470298795
CPPI for TDF 2017-09-30,1.0,2.450000000000001,1.25,,2017-09-30,151.88777999742044
CPPI for TDF 2017-09-30,1.0,2.5000000000000013,1.25,,2017-09-30,151.26554012562113
CPPI for TDF 2017-09-30,1.0,2.5500000000000016,1.25,,2017-09-30,150.63322799575263
CPPI for TDF 2017-09-30,1.0,2.6000000000000014,1.25,,2017-09-30,149.99196935495542
CPPI for TDF 2017-09-30,1.0,2.6500000000000012,1.25,,2017-09-30,149.34289946038928
CPPI for TDF 2017-09-30,1.0,2.7000000000000015,1.25,,2017-09-30,148.6871597189184
CPPI for TDF 2017-09-30,1.0,2.7500000000000018,1.25,,2017-09-30,148.02589430900824
CPPI for TDF 2017-09-30,1.0,2.8000000000000016,1.25,,2017-09-30,147.36024679855075
CPPI for TDF 2017-09-30,1.0,2.8500000000000014,1.25,,2017-09-30,146.69135677245555
CPPI for TDF 2017-09-30,1.0,2.9000000000000017,1.25,,2017-09-30,146.02035648391052
CPPI for TDF 2017-09-30,1.0,2.950000000000002,1.25,,2017-09-30,145.34836754313034
CPPI for TDF 2017-09-30,1.0,3.0000000000000018,1.25,,2017-09-30,144.67649765737903
CPPI for TDF 2017-09-30,1.0,3.0500000000000016,1.25,,2017-09-30,144.00583743582735
CPPI for TDF 2017-09-30,1.0,3.100000000000002,1.25,,2017-09-30,143.337457272606
CPPI for TDF 2017-09-30,1.0,3.150000000000002,1.25,,2017-09-30,142.67240432107124
CPPI for TDF 2017-09-30,1.0,3.200000000000002,1.25,,2017-09-30,142.0116995719361
CPPI for TDF 2017-09-30,1.0,3.2500000000000018,1.25,,2017-09-30,141.35633504746363
CPPI for TDF 2017-09-30,1.0,3.300000000000002,1.25,,2017-09-30,140.70727112341302
CPPI for TDF 2017-09-30,1.0,3.3500000000000023,1.25,,2017-09-30,140.06543398981563
CPPI for TDF 2017-09-30,1.0,3.400000000000002,1.25,,2017-09-30,139.4317132610422
CPPI for TDF 2017-09-30,1.0,3.450000000000002,1.25,,2017-09-30,138.80695974492048
CPPI for TDF 2017-09-30,1.0,3.500000000000002,1.25,,2017-09-30,138.191983379883
CPPI for TDF 2017-09-30,1.0,3.5500000000000025,1.25,,2017-09-30,137.5875513483148
CPPI for TDF 2017-09-30,1.0,3.6000000000000023,1.25,,2017-09-30,136.99438637344502
CPPI for TDF 2017-09-30,1.0,3.650000000000002,1.25,,2017-09-30,136.41316520616095
CPPI for TDF 2017-09-30,1.0,3.7000000000000024,1.25,,2017-09-30,135.84451730726278
CPPI for TDF 2017-09-30,1.0,3.7500000000000027,1.25,,2017-09-30,135.28902372962472
CPPI for TDF 2017-09-30,1.0,3.8000000000000025,1.25,,2017-09-30,134.74721620376687
CPPI for TDF 2017-09-30,1.0,3.8500000000000023,1.25,,2017-09-30,134.2195764293434
CPPI for TDF 2017-09-30,1.0,3.9000000000000026,1.25,,2017-09-30,133.70653557392177
CPPI for TDF 2017-09-30,1.0,3.950000000000003,1.25,,2017-09-30,133.2084739794937
CPPI for TDF 2017-09-30,1.0,4.000000000000003,1.25,,2017-09-30,132.7257210760021
CPPI for TDF 2017-09-30,1.0,4.0500000000000025,1.25,,2017-09-30,132.25855550016544
CPPI for TDF 2017-09-30,1.0,4.100000000000003,1.25,,2017-09-30,131.80720541685153
CPPI for TDF 2017-09-30,1.0,4.150000000000003,1.25,,2017-09-30,131.371849039158
CPPI for TDF 2017-09-30,1.0,4.200000000000003,1.25,,2017-09-30,130.95261534241848
CPPI for TDF 2017-09-30,1.0,4.250000000000003,1.25,,2017-09-30,130.5495849663152
CPPI for TDF 2017-09-30,1.0,4.3000000000000025,1.25,,2017-09-30,130.16279129838227
CPPI for TDF 2017-09-30,1.0,4.350000000000003,1.25,,2017-09-30,129.79222173123077
CPPI for TDF 2017-09-30,1.0,4.400000000000003,1.25,,2017-09-30,129.4378190849715
CPPI for TDF 2017-09-30,1.0,4.450000000000003,1.25,,2017-09-30,129.09948318553398
CPPI for TDF 2017-09-30,1.0,4.5000000000000036,1.25,,2017-09-30,128.7770725887668
CPPI for TDF 2017-09-30,1.0,4.550000000000003,1.25,,2017-09-30,128.47040643956282
CPPI for TDF 2017-09-30,1.0,4.600000000000003,1.25,,2017-09-30,128.17926645457624
CPPI for TDF 2017-09-30,1.0,4.650000000000003,1.25,,2017-09-30,127.90339901657818
CPPI for TDF 2017-09-30,1.0,4.700000000000003,1.25,,2017-09-30,127.64251736796682
CPPI for TDF 2017-09-30,1.0,4.7500000000000036,1.25,,2017-09-30,127.39630389059381
CPPI for TDF 2017-09-30,1.0,4.800000000000003,1.25,,2017-09-30,127.16441245867132
CPPI for TDF 2017-09-30,1.0,4.850000000000003,1.25,,2017-09-30,126.94647085133215
CPPI for TDF 2017-09-30,1.0,4.900000000000004,1.25,,2017-09-30,126.7420832112135
CPPI for TDF 2017-09-30,1.0,4.950000000000004,1.25,,2017-09-30,126.55201071072275
CPPI for TDF 2017-09-30,1.0,5.0000000000000036,1.25,,2017-09-30,126.38561852344415
CPPI for TDF 2017-09-30,1.0,5.050000000000003,1.25,,2017-09-30,126.22931441881161
CPPI for TDF 2017-09-30,1.0,5.100000000000003,1.25,,2017-09-30,126.08283728292987
CPPI for TDF 2017-09-30,1.0,5.150000000000004,1.25,,2017-09-30,125.94590709305636
CPPI for TDF 2017-09-30,1.0,5.200000000000004,1.25,,2017-09-30,125.81822677787089
CPPI for TDF 2017-09-30,1.0,5.2500000000000036,1.25,,2017-09-30,125.69948410968338
CPPI for TDF 2017-09-30,1.0,5.300000000000004,1.25,,2017-09-30,125.58935361763206
CPPI for TDF 2017-09-30,1.0,5.350000000000004,1.25,,2017-09-30,125.4874985109752
CPPI for TDF 2017-09-30,1.0,5.400000000000004,1.25,,2017-09-30,125.3935726015108
CPPI for TDF 2017-09-30,1.0,5.450000000000004,1.25,,2017-09-30,125.30722221434456
CPPI for TDF 2017-09-30,1.0,5.5000000000000036,1.25,,2017-09-30,125.22808807633395
CPPI for TDF 2017-09-30,1.0,5.550000000000004,1.25,,2017-09-30,125.155807171839
CPPI for TDF 2017-09-30,1.0,5.600000000000004,1.25,,2017-09-30,125.09001455565947
CPPI for TDF 2017-09-30,1.0,5.650000000000004,1.25,,2017-09-30,125.03034511346803
CPPI for TDF 2017-09-30,1.0,5.700000000000005,1.25,,2017-09-30,124.97643526047403
CPPI for TDF 2017-09-30,1.0,5.750000000000004,1.25,,2017-09-30,124.92792456954206
CPPI for TDF 2017-09-30,1.0,5.800000000000004,1.25,,2017-09-30,124.88445732059105
CPPI for TDF 2017-09-30,1.0,5.850000000000004,1.25,,2017-09-30,124.84568396367872
CPPI for TDF 2017-09-30,1.0,5.900000000000004,1.25,,2017-09-30,124.81126248890256
CPPI for TDF 2017-09-30,1.0,5.950000000000005,1.25,,2017-09-30,124.78085969689346
CPPI for TDF 2017-10-31,1.0,1.0,1.25,,2017-10-31,160.02782444354688
CPPI for TDF 2017-10-31,1.0,1.05,1.25,,2017-10-31,160.23543452061358
CPPI for TDF 2017-10-31,1.0,1.1,1.25,,2017-10-31,160.41799941248135
CPPI for TDF 2017-10-31,1.0,1.1500000000000001,1.25,,2017-10-31,160.57497773386297
CPPI for TDF 2017-10-31,1.0,1.2000000000000002,1.25,,2017-10-31,160.70587291431656
CPPI for TDF 2017-10-31,1.0,1.2500000000000002,1.25,,2017-10-31,160.810235268658
CPPI for TDF 2017-10-31,1.0,1.3000000000000003,1.25,,2017-10-31,160.88766395781138
CPPI for TDF 2017-10-31,1.0,1.3500000000000003,1.25,,2017-10-31,160.9378088303629
CPPI for TDF 2017-10-31,1.0,1.4000000000000004,1.25,,2017-10-31,160.96037213537292
CPPI for TDF 2017-10-31,1.0,1.4500000000000004,1.25,,2017-10-31,160.95511009729
CPPI for TDF 2017-10-31,1.0,1.5000000000000004,1.25,,2017-10-31,160.9218343441825
CPPI for TDF 2017-10-31,1.0,1.5500000000000005,1.25,,2017-10-31,160.86041318090412
CPPI for TDF 2017-10-31,1.0,1.6000000000000005,1.25,,2017-10-31,160.7707726992861
CPPI for TDF 2017-10-31,1.0,1.6500000000000006,1.25,,2017-10-31,160.65289771794056
CPPI for TDF 2017-10-31,1.0,1.7000000000000006,1.25,,2017-10-31,160.5068325448408
CPPI for TDF 2017-10-31,1.0,1.7500000000000007,1.25,,2017-10-31,160.33268155641574
CPPI for TDF 2017-10-31,1.0,1.8000000000000007,1.25,,2017-10-31,160.1306095875819
CPPI for TDF 2017-10-31,1.0,1.8500000000000008,1.25,,2017-10-31,159.90084212779595
CPPI for TDF 2017-10-31,1.0,1.9000000000000008,1.25,,2017-10-31,159.64366531895752
CPPI for TDF 2017-10-31,1.0,1.9500000000000008,1.25,,2017-10-31,159.3594257517629
CPPI for TDF 2017-10-31,1.0,2.000000000000001,1.25,,2017-10-31,159.04853005789067
CPPI for TDF 2017-10-31,1.0,2.0500000000000007,1.25,,2017-10-31,158.71144429627338
CPPI for TDF 2017-10-31,1.0,2.100000000000001,1.25,,2017-10-31,158.34869313252153
CPPI for TDF 2017-10-31,1.0,2.1500000000000012,1.25,,2017-10-31,157.96085881149943
CPPI for TDF 2017-10-31,1.0,2.200000000000001,1.25,,2017-10-31,157.54857992391752
CPPI for TDF 2017-10-31,1.0,2.250000000000001,1.25,,2017-10-31,157.11254996875658
CPPI for TDF 2017-10-31,1.0,2.300000000000001,1.25,,2017-10-31,156.6535157142427
CPPI for TDF 2017-10-31,1.0,2.3500000000000014,1.25,,2017-10-31,156.1722753610744
CPPI for TDF 2017-10-31,1.0,2.4000000000000012,1.25,,2017-10-31,155.66967651247407
CPPI for TDF 2017-10-31,1.0,2.450000000000001,1.25,,2017-10-31,155.14661395665047
CPPI for TDF 2017-10-31,1.0,2.5000000000000013,1.25,,2017-10-31,154.60402726813936
CPPI for TDF 2017-10-31,1.0,2.5500000000000016,1.25,,2017-10-31,154.04289823540233
CPPI for TDF 2017-10-31,1.0,2.6000000000000014,1.25,,2017-10-31,153.46424812300853
CPPI for TDF 2017-10-31,1.0,2.6500000000000012,1.25,,2017-10-31,152.8691347775345
CPPI for TDF 2017-10-31,1.0,2.7000000000000015,1.25,,2017-10-31,152.25864958722025
CPPI for TDF 2017-10-31,1.0,2.7500000000000018,1.25,,2017-10-31,151.6339143061747
CPPI for TDF 2017-10-31,1.0,2.8000000000000016,1.25,,2017-10-31,150.99607775477028
CPPI for TDF 2017-10-31,1.0,2.8500000000000014,1.25,,2017-10-31,150.34631240849768
CPPI for TDF 2017-10-31,1.0,2.9000000000000017,1.25,,2017-10-31,149.6858108883184
CPPI for TDF 2017-10-31,1.0,2.950000000000002,1.25,,2017-10-31,149.01578236613034
CPPI for TDF 2017-10-31,1.0,3.0000000000000018,1.25,,2017-10-31,148.3374488995383
CPPI for TDF 2017-10-31,1.0,3.0500000000000016,1.25,,2017-10-31,147.6520417106299
CPPI for TDF 2017-10-31,1.0,3.100000000000002,1.25,,2017-10-31,146.96079742387502
CPPI for TDF 2017-10-31,1.0,3.150000000000002,1.25,,2017-10-31,146.26495427868525
CPPI for TDF 2017-10-31,1.0,3.200000000000002,1.25,,2017-10-31,145.56574833237488
CPPI for TDF 2017-10-31,1.0,3.2500000000000018,1.25,,2017-10-31,144.864409669587
CPPI for TDF 2017-10-31,1.0,3.300000000000002,1.25,,2017-10-31,144.16215863428602
CPPI for TDF 2017-10-31,1.0,3.3500000000000023,1.25,,2017-10-31,143.46020210053615
CPPI for TDF 2017-10-31,1.0,3.400000000000002,1.25,,2017-10-31,142.7597297982283
CPPI for TDF 2017-10-31,1.0,3.450000000000002,1.25,,2017-10-31,142.06191070982442
CPPI for TDF 2017-10-31,1.0,3.500000000000002,1.25,,2017-10-31,141.36788955393692
CPPI for TDF 2017-10-31,1.0,3.5500000000000025,1.25,,2017-10-31,140.67878337134317
CPPI for TDF 2017-10-31,1.0,3.6000000000000023,1.25,,2017-10-31,139.99567822860956
CPPI for TDF 2017-10-31,1.0,3.650000000000002,1.25,,2017-10-31,139.31962605405485
CPPI for TDF 2017-10-31,1.0,3.7000000000000024,1.25,,2017-10-31,138.6516416202324
CPPI for TDF 2017-10-31,1.0,3.7500000000000027,1.25,,2017-10-31,137.9926996865096
CPPI for TDF 2017-10-31,1.0,3.8000000000000025,1.25,,2017-10-31,137.3437323145646
CPPI for TDF 2017-10-31,1.0,3.8500000000000023,1.25,,2017-10-31,136.70562636888695
CPPI for TDF 2017-10-31,1.0,3.9000000000000026,1.25,,2017-10-31,136.07922121346675
CPPI for TDF 2017-10-31,1.0,3.950000000000003,1.25,,2017-10-31,135.4653066149435
CPPI for TDF 2017-10-31,1.0,4.000000000000003,1.25,,2017-10-31,134.86462086150433
CPPI for TDF 2017-10-31,1.0,4.0500000000000025,1.25,,2017-10-31,134.2778491057087
CPPI for TDF 2017-10-31,1.0,4.100000000000003,1.25,,2017-10-31,133.7056219383671
CPPI for TDF 2017-10-31,1.0,4.150000000000003,1.25,,2017-10-31,133.14851419938816
CPPI for TDF 2017-10-31,1.0,4.200000000000003,1.25,,2017-10-31,132.60704403029976
CPPI for TDF 2017-10-31,1.0,4.250000000000003,1.25,,2017-10-31,132.0816721719693
CPPI for TDF 2017-10-31,1.0,4.3000000000000025,1.25,,2017-10-31,131.57280150962524
CPPI for TDF 2017-10-31,1.0,4.350000000000003,1.25,,2017-10-31,131.08077686618205
CPPI for TDF 2017-10-31,1.0,4.400000000000003,1.25,,2017-10-31,130.60588504335908
CPPI for TDF 2017-10-31,1.0,4.450000000000003,1.25,,2017-10-31,130.1483551088907
CPPI for TDF 2017-10-31,1.0,4.5000000000000036,1.25,,2017-10-31,129.70835892675268
CPPI for TDF 2017-10-31,1.0,4.550000000000003,1.25,,2017-10-31,129.28601192601536
CPPI for TDF 2017-10-31,1.0,4.600000000000003,1.25,,2017-10-31,128.8813741026503
CPPI for TDF 2017-10-31,1.0,4.650000000000003,1.25,,2017-10-31,128.4944512473478
CPPI for TDF 2017-10-31,1.0,4.700000000000003,1.25,,2017-10-31,128.1251963911413
CPPI for TDF 2017-10-31,1.0,4.7500000000000036,1.25,,2017-10-31,127.77351145946983
CPPI for TDF 2017-10-31,1.0,4.800000000000003,1.25,,2017-10-31,127.43924912413922
CPPI for TDF 2017-10-31,1.0,4.850000000000003,1.25,,2017-10-31,127.12221484159625
CPPI for TDF 2017-10-31,1.0,4.900000000000004,1.25,,2017-10-31,126.82216906484128
CPPI for TDF 2017-10-31,1.0,4.950000000000004,1.25,,2017-10-31,126.53882961542922
CPPI for TDF 2017-10-31,1.0,5.0000000000000036,1.25,,2017-10-31,126.27187420108484
CPPI for TDF 2017-10-31,1.0,5.050000000000003,1.25,,2017-10-31,126.02094306372273
CPPI for TDF 2017-10-31,1.0,5.100000000000003,1.25,,2017-10-31,125.7856417419434
CPPI for TDF 2017-10-31,1.0,5.150000000000004,1.25,,2017-10-31,125.5655439314704
CPPI for TDF 2017-10-31,1.0,5.200000000000004,1.25,,2017-10-31,125.36019442657793
CPPI for TDF 2017-10-31,1.0,5.2500000000000036,1.25,,2017-10-31,125.1691121250853
CPPI for TDF 2017-10-31,1.0,5.300000000000004,1.25,,2017-10-31,124.99179307931101
CPPI for TDF 2017-10-31,1.0,5.350000000000004,1.25,,2017-10-31,124.82771357513631
